facility_code,facility_name,admin1,admin2,facility_type,latitude,longitude,pop_5km,pop_10km
MZ161095,Ku Boma,North Zone,NA,District Hospital,-11.89805,33.58421,39465,65198
MZ161096,Prison,North Zone,NA,Clinic,-11.9107,33.58414,38976,65166
RU141097,Mzokoto,North Zone,NA,Health Centre,-10.90777,34.02735,13548,35249
MZ161098,Central,North Zone,NA,Central Hospital,-11.4235559,33.9943344,161656,233884
MZ161099,Prison,North Zone,NA,Clinic,-11.46474,34.01991,180229,224123
MZ161100,Mapale,North Zone,NA,Health Centre,-11.4617887,34.0151188,183845,225908
MZ161101,Police,North Zone,NA,Dispensary,-11.46211,34.02489,178736,223325
MZ161102,Mzuzu Sobo Clinic,North Zone,NA,Clinic,-11.41853,34.00645,158265,230977
MZ161103,Mzuni,North Zone,NA,Clinic,-11.4222522,33.9958708,160957,233518
CP061104,Naching'anda,North Zone,NA,Health Post,-9.684917,33.418491,6068,31641
CP061105,Nachipananga off Nthalire road to the west,North Zone,NA,Health Post,-9.872516,33.381377,4870,15191
ZA231106,Chopi,South West Zone,NA,Health Centre,-15.35785,35.3849,67536,213596
DE031107,Nakalanzi H/C,Centrals West Zone,NA,Health Centre,-14.20233,34.54819,25990,63022
DA021108,Nalunga,Central East Zone,NA,Health Centre,-13.64378,34.0567,18843,73503
ZA231109,Namadidi,South West Zone,NA,Health Centre,-15.41079,35.24736,26834,159817
CR261110,Namadzi,South East Zone,NA,Health Centre,-15.54663,35.18761,28728,115557
CR261111,Njoka,South East Zone,NA,Hospital,-15.5494,35.18197,28948,114315
CR261112,Namakhwa,South East Zone,NA,Clinic,-15.83562,35.11578,148708,470708
MG201113,Namalaka,South West Zone,NA,Clinic,-14.1236333,35.1929633,18663,32353
ZA231114,Namalitha,South West Zone,NA,Dispensary,-15.430886,35.490891,31239,118531
MC191115,Mission,South West Zone,NA,Health Centre,-14.88211,35.48324,25970,89450
MC191116,Namanja,South West Zone,NA,Health Centre,-14.9646301,35.6793543,12080,55001
BK171117,Namanolo,South West Zone,NA,Health Centre,-15.00071,35.19004,23246,84297
MU211118,Namasalima,South West Zone,NA,Health Centre,-15.80407,35.3491,30277,103838
ZA231119,Namasalima,South West Zone,NA,Health Centre,-15.23142,35.48876,24141,85211
PH221120,Nambazo,South West Zone,NA,Health Centre,-15.5566963,35.8193749,19145,40621
BK171121,Nambira health post,South West Zone,NA,Health Post,-14.80259,35.06411,12902,59534
PH221122,Nambiti,South West Zone,NA,Health Post,-15.802794,35.763953,21640,58475
BT241123,Namboya Felix,South East Zone,NA,Clinic,-15.81381,35.0612,325593,857094
LL041124,Nambuma,Centrals West Zone,NA,Health Centre,-13.72409,33.55789,30265,115447
BK171125,Nandumbo,South West Zone,NA,Health Centre,-14.85169,35.22552,26484,74444
ZA231126,Namikango,South West Zone,NA,Clinic,-15.47723,35.24056,31791,115148
BT241127,Namikoko,South East Zone,NA,Health Centre,-15.486510000000001,35.07379,14455,72258
TH311128,Namingomba,South East Zone,NA,Dispensary,-16.04009,35.08996,28945,151536
NT121129,Namisu,Centrals West Zone,NA,Dispensary,-15.08352,34.78138,4399,30036
CR261130,Namitambo,South East Zone,NA,Health Centre,-15.7106126,35.1741967,33894,160594
MC011131,Namizana,Centrals West Zone,NA,Dispensary,-14.00195,33.2463,15650,58751
MU211132,Namphungo,South West Zone,NA,Health Centre,-15.80407,35.3491,30277,103838
MU211133,namulenga health centre,South West Zone,NA,Health Centre,-15.86563,35.32718,35155,128753
MG201134,Namwera,South West Zone,NA,Hospital,-14.3637,35.50221,29913,85822
MG201135,Namwera Private Clinic,South West Zone,NA,Clinic,-14.36,35.48,32902,87271
MG201136,Namcholi,South West Zone,NA,Dispensary,-14.4783763,35.5870485,17912,51364
MG201137,Nangalamu,South West Zone,NA,Health Centre,-14.6110653,35.0826738,13550,42889
MG201138,Nankhwali,South West Zone,NA,Health Centre,-15.614421,35.6281461,21927,98923
MG201139,Nankumba,South West Zone,NA,Health Centre,-14.36521,34.82361,8704,27834
ZA231140,Nasawa,South West Zone,NA,Health Centre,-15.6023,35.25956,35363,142096
MU211143,Naphimba Health Centre,South West Zone,NA,Health Centre,-16.045639,35.445462,46568,167587
