facility_code,facility_name,admin1,admin2,facility_type,latitude,longitude,pop_5km,pop_10km
998774-4,Gantsi Primary Hospital,Ghanzi,NA,Primary Hospital,-21.70966,21.631743,1919,2652
717471-7,Mothamo CJSS Clinic,Serowe,NA,Clinic,-22.641166,26.397377,1004,2298
477319-8,Pamper Inc (Pty) Ltd T/A Holistic Physio & Fitness Clinic,Palapye,NA,Individual practitioner,-22.5398279,27.0874429,13842,22272
89938-5,Lordsland Medical Center,Greater Francistown,NA,Poly Clinic,-21.1701503,27.5154607,94768,124868
370683-5,XPERT IMAGING CLINIC,Greater Gaborone,NA,Individual practitioner,-24.643918,25.931242,64082,167909
168242-6,BOCHAIP,South East,NA,Group practice,-24.8597791,25.8497607,26480,34738
886589-1,Medical Diagnostic Imaging Centre,Greater Gaborone,NA,Individual practitioner,-24.6513664,25.9227648,65297,164906
667055-8,Rapid Care Physiotherapy,Kweneng East,NA,Individual practitioner,-24.24328,25.30562,1289,2676
910859-8,Eye Sight Clinic,South East,NA,Individual practitioner,-24.8756987,25.8754166,20908,31988
474791-1,ALL RIGHT PHARMACY,Phikwe,NA,Individual practitioner,-21.975944,27.840084,46286,55293
325783-9,D'kar Health Post,Ghanzi,NA,Health Post,-21.518951,21.947239,458,786
886922-4,AO Molepolole Clinic,Kweneng East,NA,Private Hospital,-24.390198,25.485768,12507,49262
971240-7,Premium Medical Centre,Greater Gaborone,NA,Individual practitioner,-24.66003,25.9161,63171,159235
128761-4,UNIVERSAL FAMILY CLINIC,Kweneng East,NA,Poly Clinic,-24.405846,25.508883,20441,56466
983793-1,Proland medical centre,Tutume,NA,Individual practitioner,-20.210305,26.177336,4628,6449
242824-1,Life Centre Clinic,South East,NA,Individual practitioner,-24.8762363,25.8749378,20943,32009
568467-5,Diagnofirm Medical Laboratories,Serowe,NA,Group practice,-22.39278,26.711801,13977,22402
380519-9,Serowe Eye Care,Serowe,NA,Individual practitioner,-22.403794,26.707013,14463,22503
484729-9,Sidilega Private Hospital,Greater Gaborone,NA,Private Hospital,-24.620346,25.900573,61455,189347
195535-0,PROCARE PHARMACY,Boteti,NA,Individual practitioner,-21.41248,25.58248,6653,8983
972870-0,Marang Dental Care,South East,NA,Individual practitioner,-24.85886256666667,25.869214066666668,23035,33437
762599-9,Covenant Medical Centre Shakawe,Okavango,NA,Individual practitioner,-18.3602119,21.83784136,2066,4876
797724-2,Pharm-Mart Pharmacy,Kweneng East,NA,Private Hospital,-24.405846,25.508883,20441,56466
602729-6,BMC Clinic (factory),Lobatse,NA,Clinic,-25.21667,25.66667,62364,98864
380553-8,F/town Prisons (Sickbay) Clinic,Greater Francistown,NA,Clinic,-21.154764203113928,27.50455657231654,85917,124578
361071-4,Kubung,Kweneng East,NA,Health Post,-24.64783,25.3303,756,2287
111181-4,Jordan River of life clinic,Goodhope,NA,Individual practitioner,-25.47029,25.59661,13848,22315
884477-1,DrK Travel Clinic,Greater Gaborone,NA,Individual practitioner,-24.64258,25.92125,65644,175034
503447-5,Kasane Prisons Health Post,Chobe,NA,Clinic,-17.803307,25.149164,2915,4909
687486-1,Mahalapye Prisons Clinic,Mahalapye,NA,Clinic,-23.114351622246726,26.857731338855334,12241,20526
802098-4,Diagnofirm Medical Laboratory,Chobe,NA,Individual practitioner,-17.80652,25.24085,3351,6188
815249-8,Roadside Pharmacy,Palapye,NA,Individual practitioner,-22.5379418,27.1045781,15182,22065
79831-4,UB (Main Campus) Clinic,South East,NA,Clinic,-24.658485,25.937288,61754,150552
98381-7,THUSONG SURGERY PTY LTD,Greater Francistown,NA,Individual practitioner,-21.069086,27.485922,1314,41295
847194-8,Life Line Medical Clinic,Greater Gaborone,NA,Individual practitioner,-24.618075,25.88433,61726,182040
306812-9,Sekgoma Memorial Hospital,Serowe,NA,District Hospital,-22.423437,26.757355,10890,21627
214623-1,Selebi Phikwe Government Hospital,Phikwe,NA,District Hospital,-21.97237,27.833569,43443,55090
96304-1,serowe optician,Serowe,NA,Individual practitioner,-22.3882,26.7041,12428,22100
148454-2,Tutume Primary Hospital,Tutume,NA,Primary Hospital,-20.489979,27.045552,11023,15498
625958-4,Masunga Primary  Hospital,North East,NA,Primary Hospital,-20.616012,27.44204,3815,6306
215428-4,Hukuntsi Primary Hospital,Kgalagadi North,NA,Primary Hospital,-23.998179,21.796253,750,1605
755538-6,Bobonong Primary Hospital,Bobirwa,NA,Primary Hospital,-21.963966,28.419894,4429,6947
488869-9,Mmadinare Primary Hospital,Phikwe,NA,Primary Hospital,-21.868293,27.754656,5150,7066
163606-7,Tsabong Primary Hospital,Kgalagadi south,NA,Primary Hospital,-26.023748,22.399752,2963,3940
473132-9,Rakops Primary Hospital,Boteti,NA,Primary Hospital,-21.037972,24.41243,761,1594
257736-9,Nkaikela Health Post,Greater Gaborone,NA,Health Post,-24.67294,25.97526,39150,105659
333826-6,LA VISTA MEDICAL CENTRE,Boteti,NA,Individual practitioner,-21.42612,25.57948,6457,8855
749268-9,Lesirane Clinic,Kweneng East,NA,Clinic with Maternity,-24.6254,25.8552,52002,166046
298782-4,Charleshill Clinic,Charleshill,NA,Clinic with Maternity,-22.27519699873086,20.067829953045525,1245,1964
827088-6,Tonota Clinic,Greater Francistown,NA,Clinic with Maternity,-21.441143,27.457372,10637,17789
265991-0,Letlhakeng Clinic,Kweneng West,NA,Clinic with Maternity,-24.099881,25.024007,989,1869
791197-7,Mabutsane Clinic,Mabutsane,NA,Clinic with Maternity,-24.396071,23.577519,661,921
804105-5,The Eye Spot,Phikwe,NA,Private Hospital,-21.975497,27.842542,46546,55211
542996-4,VICTORIA MEDICAL CENTRE,Tutume,NA,Individual practitioner,-20.489411,27.04009,11041,15433
399472-0,Nata Clinic,Tutume,NA,Clinic with Maternity,-20.20806,26.203058,4504,6483
244471-9,Sowa Clinic,Tutume,NA,Clinic with Maternity,-20.564138,26.221444,1477,3304
490102-1,Kang Clinic,Kgalagadi North,NA,Clinic,-23.670673,22.788958,900,1180
961057-7,EU 7  Clinic,Jwaneng,NA,Clinic,-24.594065,24.747712,1579,2714
522501-6,SARONA HEALTH CLINIC,Greater Gaborone,NA,Poly Clinic,-24.61410530522302,25.948381462632103,48053,170738
353408-8,BONGAKA HEALTH,Greater Gaborone,NA,Individual practitioner,-24.6595939,25.9288518,62608,154078
966383-2,Peo Clinical Psychology Consultancy - Peo Psych,South East,NA,Individual practitioner,-24.653257,25.906792,66053,168726
646835-9,Dr CLEMENT CLINIC,Palapye,NA,Individual practitioner,-22.556046,27.131014,12903,21669
74820-2,Optifocus,Kweneng East,NA,Individual practitioner,-24.4080288,25.5116696,20775,56820
725535-9,TEBELOPELO,Kanye,NA,Group practice,-24.975976,25.341329000000002,24709,34555
116156-1,Bakwena Pharmacy,Kweneng East,NA,Individual practitioner,-24.514321,25.701281,2836,13073
867623-1,Medi-Perfect Pharmacy Mochudi,Kgatleng,NA,Individual practitioner,-24.3981,26.144985,22221,42585
579437-5,SPECIALIST SURGICAL SERVICES,Greater Gaborone,NA,Individual practitioner,-24.6548,25.9073,65568,167058
581549-3,Francistown Clinic,Greater Francistown,NA,Individual practitioner,-21.1637897,27.5094116,93277,124772
501936-9,R.Mokgachane Physiotherapy Clinic,Greater Francistown,NA,Individual practitioner,-21.16231,27.514,93627,124711
353994-7,Ewin Medical Services,Greater Gaborone,NA,Individual practitioner,-24.6437,25.9112,67065,177063
1041689-9,KARIBU MEDICAL CENTRE,Greater Gaborone,NA,Individual practitioner,-21.1672276,26.419389,477,1914
962659-9,FIRST CARE PHARMACY,Greater Gaborone,NA,Individual practitioner,-22.54289537,27.08763827,13972,22406
602523-3,BLM DENTAL CLINIC,Kgatleng,NA,Individual practitioner,-24.394279,26.145249,22572,42429
297614-0,Gopong Health Post,Mabutsane,NA,Health Post,-25.306615,25.573537,5889,20217
540778-8,NDEBORA MEDICAL CENTRE,Jwaneng,NA,Individual practitioner,-24.6042805,24.72842212,1651,2706
892124-9,MASA MEDICAL CLINIC,Greater Gaborone,NA,Individual practitioner,-21.1672276,26.419389,477,1914
669911-0,Carine SMET-SANTENS Psychology Practice,South East,NA,Group practice,-24.6382592,25.9227648,64817,178444
708736-4,Orthomed Prosthetics Orthotics Clinic,Greater Gaborone,NA,Individual practitioner,-24.6611968,25.8736128,56471,153770
472023-1,Pandamatenga Clinic,Chobe,NA,Clinic with Maternity,-19.532168,23.656466000000002,142,678
516779-6,Negussie and Kidist Anaesthesia services,Kweneng East,NA,Individual practitioner,-24.5883043,25.8403346,51678,135501
641062-5,Avivenna Maternal & Child Health & Wellness Clinic,Greater Gaborone,NA,Group practice,-24.6427038,25.9211657,65667,174943
256806-1,Benedicte Medical Clinic,Kanye,NA,Individual practitioner,-24.969812,25.325713,23942,34627
689860-5,MED-PARK PHARMACY,Greater Gaborone,NA,Individual practitioner,-24.6414206,25.9113084,66941,179194
215882-2,KARONG CLINICS,Greater Gaborone,NA,Day care center,-24.65416,25.9211,64913,162788
257458-0,Active Town Physiotherapy Clinic,Jwaneng,NA,Individual practitioner,-24.600867,24.600867,124,519
624090-7,Molepolole College of Education,Kweneng East,NA,Clinic,-24.41654,25.489933,7713,47259
849480-9,Smart Pharmacy,South East,NA,Individual practitioner,-24.8663604,25.8616032,24271,33682
735075-4,EYELIGHT OPTOMETRIST,Kgatleng,NA,Individual practitioner,-24.641536,25.9129344,66736,178758
916214-0,HEALTH SCOPE MEDICAL,Lobatse,NA,Poly Clinic,-24.5994227,24.7289225,1664,2668
418708-4,master code pty ltd t/a radio diagnosis,Greater Gaborone,NA,Individual practitioner,-24.6317056,25.8965504,65603,185427
988351-3,DR. KIRIGITI PRIVATE CLINIC,Greater Gaborone,NA,Individual practitioner,-24.670588,25.911484,57540,151858
67448-1,DR LOUIS TALJAARD,Palapye,NA,Individual practitioner,-22.551745,27.114495,15411,22382
181398-9,Square Pharmacy,Kweneng East,NA,Individual practitioner,-24.390198,25.485768,12507,49262
864865-1,NEOVISION EYE CLINIC,NA,NA,Individual practitioner,-24.6218752,25.8932736,62490,186262
198785-8,Aiden Dental Care,Serowe,NA,Individual practitioner,-22.424924604400957,26.75393927990733,11322,21787
239899-8,MASUNGA MEDICAL SERVICES,North East,NA,Individual practitioner,-20.62427,27.4437,3798,6284
436373-5,Kaelo Medical Emerging,Greater Gaborone,NA,Individual practitioner,-24.6851571,25.9740898,34602,95699
145828-0,SUPREME CARE PHARMACY,Kgatleng,NA,Individual practitioner,-24.6641,25.9075,61243,158119
547122-3,Magee Medical Imaging Pty Ltd,Greater Gaborone,NA,Individual practitioner,-24.6364471,25.9226652,64403,180082
187291-0,DATI PAEDIATRIC CLINIC,NA,NA,Individual practitioner,-21.1682697,27.515379,94924,124826
927399-6,RAS-PULLA DENTAL CLINIC,Greater Gaborone,NA,Poly Clinic,-24.67,25.9,56935,153552
23363-5,Eye Masters Optician,Kweneng East,NA,Group practice,-24.40958,25.4965,11364,51788
707382-8,AUTHENTIC SMILE,Greater Gaborone,NA,Individual practitioner,-24.6284288,25.9129344,63617,188313
58597-6,MCH SURGICAL CLINIC,Greater Francistown,NA,Individual practitioner,-21.234349,27.49371,15899,96628
661310-3,Fodisa Medical Hub,Greater Gaborone,NA,Individual practitioner,-24.7044,25.8973,30012,110898
430772-4,Chidzanami Pharmacy Pty ltd,NA,NA,Individual practitioner,-21.1664481,27.5106102,94537,124823
861895-1,Test Rite Consulting Group,Greater Gaborone,NA,Individual practitioner,-24.6382592,25.9227648,64817,178444
111442-0,KORAK PHYSIOTHERAPY,Greater Gaborone,NA,Individual practitioner,-24.64201,25.92074,65666,175836
32636-3,Mohaung Medical Centre,Serowe,NA,Individual practitioner,-22.4249246044009,26.753939279907,11322,21787
955054-2,Kgato Paediatrics Clinic,Greater Gaborone,NA,Individual practitioner,-24.6526,25.92876,64554,160680
557437-1,Dermadee Skin Care Centre,Greater Gaborone,NA,Individual practitioner,-24.6539173,25.9043672,66033,168651
699501-3,Ultimate Physiotherapy,Kweneng East,NA,Individual practitioner,-24.408145,25.513221,21701,57115
907515-1,Motsentshe Health Post,Goodhope,NA,Health Post,-25.385333,25.364388,1393,10130
809338-7,Satelite Private Medical Clinic,Greater Francistown,NA,Day care center,-21.169458,27.169458,289,2588
383081-7,Hopewell Medical Center,Bobirwa,NA,Individual practitioner,-22.1815144,27.969637,2828,4099
738301-1,Avenue Medical Centre,Greater Gaborone,NA,Group practice,-24.6542232,25.9204589,64929,163006
266813-5,AA Physiotherapy And Rehabilitation,Phikwe,NA,Individual practitioner,-21.975588,27.83734,45637,55306
803293-0,24 HOUR EM CLINIC,South East,NA,Individual practitioner,-24.55882,25.97973,33163,93768
628805-4,FASHION EYE WEAR OPTICIANS,NA,NA,Group practice,-24.6437,25.9112,67065,177063
518534-3,FLAME LILY PHYSIOTHERAPY,NA,NA,Individual practitioner,-21.2001838,27.5135526,70195,122873
890747-9,FRANCISTOWN OPTICIANS,NA,NA,Individual practitioner,-24.6284288,25.9227648,61831,185914
102362-1,MEDICOS PHARMACY,Greater Gaborone,NA,Individual practitioner,-24.6349824,25.9457024,57228,163770
297631-4,Cedmol Medical Clinical,Greater Gaborone,NA,Individual practitioner,-24.60508,25.90176,56042,187157
439437-5,KAMLOOPS MEDICAL CENTRE,South East,NA,Individual practitioner,-21.95672,26.52378,295,1116
876071-2,PALAPYE MEDICAL CENTRE,Palapye,NA,Private Hospital,-22.5560481,27.1339824,12249,21475
694165-2,LEFIKA DETAL CLINIC,Greater Francistown,NA,Individual practitioner,-21.176929,27.510513,93465,125093
814699-5,LUMACARE SURGINNOVATE,South East,NA,Individual practitioner,-24.65100632949506,25.9450070045659,61098,151697
958207-3,ANGEL PRIVATE CLINIC,North East,NA,Individual practitioner,-20.61979,27.44463,3822,6312
559900-6,PHARMALULU WESTGATE,Greater Gaborone,NA,Group practice,-24.6372307,25.8937873,66753,182575
489451-5,MALL SCAN CENTRE,South East,NA,Individual practitioner,-24.6284288,25.9227648,61831,185914
280883-0,Mashalaba Surgery,Greater Gaborone,NA,Individual practitioner,-24.6150212,25.9349621,52633,183678
42380-6,BETHESDA MEDICAL CENTRE,Palapye,NA,Individual practitioner,-22.551487,27.11471,15408,22360
643159-7,Diagnofirm Medical Laboratories,South East,NA,Individual practitioner,-24.8620123,25.8597851,24786,34014
544235-5,L B K PHYSIO CLINIC,Greater Gaborone,NA,Individual practitioner,-24.6684359,25.9422041,55818,138906
554578-5,LIFECHARGE PHYSIO & REHAB,Greater Gaborone,NA,Individual practitioner,-24.569478,25.975019,35522,107566
442567-4,AQUA-SPRAY MEDICAL CENTRE,Greater Francistown,NA,Individual practitioner,-21.200449,27.522058,66820,122945
898454-4,Dr Kayidala Surgery,Greater Gaborone,NA,Individual practitioner,-24.631325,25.917318,63905,185929
751091-0,LESEDING MEDICAL CENTER,Greater Francistown,NA,Individual practitioner,-21.168284,27.515549,94898,124825
61832-2,THEBE HEALTHCARE PTY LTD,South East,NA,Individual practitioner,-24.62808,25.923147,61607,185952
573315-9,SARAI HOLISTIC CARE,Greater Francistown,NA,Individual practitioner,-21.168868,27.512845,95102,124861
991010-0,Gaborone Biokinetics,South East,NA,Individual practitioner,-24.650695,25.909834,66446,170471
969938-0,MOSIME OPTOMETRISTS,Palapye,NA,Group practice,-22.5514,27.11471,15410,22356
525629-2,Mochudi Pharmacy,Kgatleng,NA,Individual practitioner,-24.392995,26.141159,22944,43029
26202-2,Physio Fanatics,Greater Gaborone,NA,Individual practitioner,-24.56415,25.974295,34528,102845
424792-0,AO BROADHURST CLINIC,Greater Gaborone,NA,Individual practitioner,-24.626778,25.936659,57244,178089
463070-3,Ramotswa Pharmacy,South East,NA,Individual practitioner,-24.862579,25.85694,25264,34180
448768-2,HUKUNTSI PRIVATE CLINIC,Kgalagadi North,NA,Individual practitioner,-23.998261,21.779926,771,1489
692352-8,KARIBU MEDICAL CENTRE,Boteti,NA,Individual practitioner,-21.40949,25.57867,6613,9060
139415-4,MOUPULE POWER STATION CLINIC,Palapye,NA,Private Hospital,-22.52,27.036667,4469,16575
640135-0,FUN DENTAL CLINIC,Jwaneng,NA,Individual practitioner,-24.600936,24.600936,124,519
241358-1,Spring Healthcare,Greater Francistown,NA,Private Hospital,-21.171129,27.50024,89792,124923
522704-6,RABAH PHYSIO,Greater Gaborone,NA,Individual practitioner,-24.6685987,25.9329042,57465,144350
791970-7,RELD MED PHARMACY,NA,NA,Individual practitioner,-21.16363931,27.50946657,93225,124769
600045-9,Storkfort Health,Greater Gaborone,NA,Poly Clinic,-24.668499481106068,25.9447532628593,55077,137161
389952-3,Manwell Dental Surgery,Phikwe,NA,Individual practitioner,-21.975577,27.837395,45646,55304
262865-9,SPARKLE DENTAL CLINIC,Greater Gaborone,NA,Individual practitioner,-24.629,25.9345,58918,178424
543125-9,DEAL MART,Greater Gaborone,NA,Group practice,-24.6641,25.9074,61243,158136
551055-7,ADVENTIST HEALTH SERVICES CLINIC,Greater Gaborone,NA,Poly Clinic,-24.6502575,25.9117436,66379,170330
332350-8,Ramotswa Imaging Centre,South East,NA,Individual practitioner,-24.8620123,25.8597851,24786,34014
746029-8,MASA MEDICAL CLINIC,Palapye,NA,Individual practitioner,-22.551487,27.11471,15408,22360
353920-2,My Life Pharmacy,Kanye,NA,Individual practitioner,-24.985599,25.342961,24364,34339
394645-6,DIAGNOFIRM MEDICAL LABORATORIES,Greater Gaborone,NA,Individual practitioner,-24.6874112,25.8932736,43234,134230
730486-8,Dr Khan Surgery,South East,NA,Individual practitioner,-24.665082,25.9157949,60759,155114
927877-1,DR L.D MAHLOANE,Greater Gaborone,NA,Individual practitioner,-24.65792,25.8736128,58094,157520
755274-8,Broadvision Eye Clinic,Greater Francistown,NA,Individual practitioner,-21.170069,27.51308,95053,124886
260292-8,Jobet Medical Center,Kgatleng,NA,Individual practitioner,-24.394366,26.143586,22707,42703
777882-2,Jwaneng Medical Centre,Jwaneng,NA,Individual practitioner,-24.728477,24.728048,3256,13047
793981-2,TSHIDILONG PHYSIOTHERAPY,Greater Gaborone,NA,Individual practitioner,-24.6349824,25.9260416,63282,179591
432400-0,VALUE CHAIN NETWORK,Greater Gaborone,NA,Individual practitioner,-24.620302,25.9005543,61439,189347
239175-3,KT HEALTHCARE PRIVATE MEDICAL CLINIC,Kgatleng,NA,Individual practitioner,-24.405574,26.119557,22089,46744
449436-5,Ngami Physiotherapy Clinic,Ngami,NA,Individual practitioner,-19.98683717,23.42477576,14897,23859
793861-6,Espoir Clinic,Goodhope,NA,Individual practitioner,-25.47048,25.44276,13879,23043
589011-6,Frida B-D Occupational Therapy Centre,Greater Gaborone,NA,Individual practitioner,-24.6693253,25.9315888,57183,144459
201781-2,JWANENG EYE CARE,Jwaneng,NA,Individual practitioner,-24.6061585,24.727929,1648,2749
80234-8,BUMMHI,Kanye,NA,Group practice,-24.975248,25.305646,20515,33988
310096-3,Physio Back to normal,Serowe,NA,Individual practitioner,-22.424924604400957,26.75393927990733,11322,21787
370657-9,Sepako Health Post,Tutume,NA,Health Post,-19.865742,26.49178,555,1454
86458-7,Integral Medical Center,Lobatse,NA,Individual practitioner,-25.228202,25.6684922,61980,98413
226320-0,Matsha Medical Center,Kgalagadi south,NA,Individual practitioner,-26.0222219,22.4000585,2957,3940
69298-8,YOUR CHEMIST,South East,NA,Individual practitioner,-24.66255,25.90511,62105,159926
204899-9,ORISTONE MEDICAL CLINIC,Lobatse,NA,Individual practitioner,-24.9791745,25.3359064,25284,34521
306748-5,Dental Hub,South East,NA,Group practice,-24.6604436,25.923391,62687,155921
105245-5,First Care Pharmacy,Palapye,NA,Individual practitioner,-22.542937,27.087811,13997,22408
100478-7,Oristone Medical Clinic,Kanye,NA,Individual practitioner,-24.978584,25.336013,25258,34533
663045-3,Barakat Medical Centre,Kgatleng,NA,Individual practitioner,-24.622921,26.123422,9096,19861
121836-1,REAL TRADE(PTY)LTD,Tutume,NA,Individual practitioner,-20.563086,26.222818,1497,3310
826083-8,Lobone clinics,Greater Gaborone,NA,Individual practitioner,-24.65339,25.90365,66232,169318
127545-2,PHYSIO HUB,Greater Gaborone,NA,Group practice,-24.658651,25.900505,64029,164525
946994-1,4 EYES OPTOMETRIST,Kgatleng,NA,Individual practitioner,-24.394279,26.145249,22572,42429
711463-0,NEW DAY MEDICAL CENTRE,South East,NA,Individual practitioner,-24.64357,25.88481,65340,176446
622375-4,PHARMA HUB,Greater Gaborone,NA,Individual practitioner,-24.6724096,25.9822632,35548,99242
251139-2,PHYSIOTHERAPY PRIVATE PRACTICE,Greater Gaborone,NA,Individual practitioner,-24.65269583,25.92002187,65255,164769
412231-3,PROGRESSIVE PHYSIOTHERAPY CLINIC,NA,NA,Group practice,-21.1746816,27.5218432,90729,124888
523110-5,Phemo Clinic,Greater Gaborone,NA,Individual practitioner,-24.65362,25.90458,66114,168904
772967-6,Natural Dent Dental Clinic,Palapye,NA,Private Hospital,-22.5514872,27.1147095,15408,22360
675371-9,Lorato Medical Centre,Kweneng West,NA,Individual practitioner,-24.087166,25.029347,985,1821
249496-1,Afiya Health and Dietetic Consultants,Greater Gaborone,NA,Individual practitioner,-24.62920523085777,25.933926958936848,59187,178737
690762-0,PY Chem Pharmacy- Junction Branch,Palapye,NA,Individual practitioner,-22.556088,27.133544,12341,21506
903009-9,The pan Clinic,Tutume,NA,Individual practitioner,-20.563086,26.222818,1497,3310
969668-3,Diagnofirm (Pty)Ltd,Greater Gaborone,NA,Individual practitioner,-19.939328,23.4979328,5951,15088
690786-9,Pharma-direct Phamarcy,Kweneng East,NA,Individual practitioner,-24.6382592,25.8998272,67463,182501
682703-4,Victorious Living Medical Clinic,Greater Gaborone,NA,Individual practitioner,-24.6481,25.90593,67400,173971
713867-0,GHANZI PHARMACY,Ghanzi,NA,Individual practitioner,-21.695387,21.652712,2084,2699
565992-5,ELRAPHAH MEDICAL CENTRE,Kweneng West,NA,Individual practitioner,-24.108105,25.030058,989,1880
27062-9,Botswana Gender Based Violence Prevention and Support Centre,Greater Gaborone,NA,Private Hospital,-24.6349155,25.918358,64753,183008
709064-0,Pharma Lulu,Greater Gaborone,NA,Individual practitioner,-24.6284288,25.9227648,61831,185914
792976-3,Botsogo Medical Clinic,Kgatleng,NA,Individual practitioner,-24.6317056,25.9260416,62261,182163
810131-3,Kubung Health Post,Ngami,NA,Health Post,-20.026518,23.427063,11617,22210
962439-6,PHAKALANE MEDICAL CENTER,Greater Gaborone,NA,Individual practitioner,-24.560997,25.966156,34016,106346
605931-5,Bagaetsho Medical Centre,Jwaneng,NA,Individual practitioner,-24.600867,24.729954,1660,2678
272944-0,T&T Pharmacy Services (pty)LTD,Greater Gaborone,NA,Individual practitioner,-24.6349824,25.8998272,66732,184400
714083-3,Matlhare Clinics,Kanye,NA,Individual practitioner,-24.977556,25.339935,24935,34535
894865-5,LETLHAKANE PHARMACY,Boteti,NA,Individual practitioner,-21.41125,25.57848,6624,9026
431665-9,SOLSHA PHYSIOCARE,South East,NA,Individual practitioner,-24.8777211,25.8710386,21490,32337
197971-5,Multicare (pty)Ltd T/A Rose Dental,Greater Gaborone,NA,Individual practitioner,-24.69409617,25.87991469,35087,119849
4405-7,Medi-Glow Aesthetics,Greater Gaborone,NA,Individual practitioner,-24.67123,25.92955,56169,143948
324142-9,AO Clinic Mochudi,Kgatleng,NA,Individual practitioner,-24.399249,26.148131,21772,41996
913246-5,OK CHEMIST-KANYE,Kanye,NA,Individual practitioner,-24.982247,25.343318,24485,34408
684175-3,SANDY SPRINGS (PTY)Ltd,Greater Gaborone,NA,Individual practitioner,-24.65820344,25.90095319,64281,164932
406062-0,V.I.P DENTAL CARE,Greater Gaborone,NA,Individual practitioner,-24.66078618,25.92894248,62097,153003
471424-2,CARE & HOPE MEDICAL CLINIC,Kweneng East,NA,Poly Clinic,-24.6773565,25.5576201,4497,7579
301537-7,Disaneng Clinic,Ngami,NA,Clinic,-19.994057,23.474589,8722,24074
764799-3,Central Clinic,Greater Gaborone,NA,Individual practitioner,-24.6616365,25.8966946,62022,161673
913749-8,LEFKARA DENTAL SPA,Greater Gaborone,NA,Individual practitioner,-24.569588,25.974458,35593,108126
528225-6,Medi-Perfect Pharmacy - Kgabo Mall,Kgatleng,NA,Individual practitioner,-24.406865,26.106151,21072,48675
732076-5,BPM ORAL & DENTAL CARE CLINIC,South East,NA,Individual practitioner,-24.6284288,25.9227648,61831,185914
669128-1,Independence Surgery,Greater Gaborone,NA,Day care center,-24.65312,25.92118,65114,163813
583489-0,Dr Saima Surgery,Greater Gaborone,NA,Individual practitioner,-24.64288345,25.92088181,65723,174877
860796-2,Masa Family Clinic,Serowe,NA,Individual practitioner,-22.38792003715546,26.703849164869485,12347,22081
873208-3,Gaborone Private Hospital,Greater Gaborone,NA,Private Hospital,-24.6287148,25.9337927,59030,179176
24528-2,Tsarona Eye Specialist Services,Greater Gaborone,NA,Individual practitioner,-24.6602,25.9258,62636,155018
697359-8,ELIM MEDICAL CENTRE,South East,NA,Individual practitioner,-24.628201,25.9346463,58537,178842
570658-5,THE CHEMIST PLUS,Lobatse,NA,Individual practitioner,-24.9880739,25.3430088,24167,34280
769114-0,ENDOCRINE & DIABETS CARES,Greater Gaborone,NA,Individual practitioner,-24.6201588,25.9005448,61383,189361
473791-2,EXCLUSIVE DENTAL CLINIC,South East,NA,Individual practitioner,-24.6588,25.9162,63674,160292
949787-6,SONOCARE SCANNING CENTRE,Greater Gaborone,NA,Individual practitioner,-24.6279238,25.9345957,58436,179062
386841-1,Ultra Care Clinic,Kgatleng,NA,Individual practitioner,-24.4064,26.10667,21172,48605
358521-3,North West Family Health Centre,Ngami,NA,Individual practitioner,-19.9935254,23.4166898,14751,23306
701071-3,ALEMAYEHU G.B SURGICAL CENTRE,South East,NA,Individual practitioner,-24.6588581,25.9004018,63914,164325
170684-5,FRIENDS PHARMACY,Greater Gaborone,NA,Individual practitioner,-24.6201858,25.8846547,61899,182300
266757-4,HAVELE HOLDING PHYSIO,Kweneng East,NA,Private Hospital,-24.5798419,25.840643,51621,129899
973763-6,Riverside Hospital Dialysis Clinic,Palapye,NA,Private Hospital,-21.1629820608,27.5135529041,93877,124730
716694-5,BABA MEDICAL CENTER,Greater Gaborone,NA,Individual practitioner,-24.67622,25.935669999999998,51741,135845
889361-2,Bokaa Clinic,Kweneng East,NA,Clinic,-24.401446,25.541639,39372,61295
586431-9,My Chemist (Pharmacy),Kgatleng,NA,Individual practitioner,-24.392877,26.139514,23036,43275
196788-4,KATLO DENTAL SURGERY,Tutume,NA,Individual practitioner,-20.490529,27.040145,11088,15451
610449-1,Eyesave Optical,Greater Gaborone,NA,Poly Clinic,-24.65018672,25.90977016,66568,170996
928816-8,EyeSave Optical,Greater Gaborone,NA,Poly Clinic,-24.65092205,25.90989144,66388,170227
871521-1,ANEJ FAMILY MEDICAL CLINIC (AFMC),Ngami,NA,Individual practitioner,-19.9698005,23.4513496,11776,24452
659458-4,Pharma North Pharmacy,Greater Francistown,NA,Group practice,-21.1041,27.3042,5105,13059
950899-5,Princess Marina Hospital,Greater Gaborone,NA,Referral Hospital,-24.656991,25.923933,63968,158746
654707-9,LR PHYSIOTHERAPY,Greater Gaborone,NA,Individual practitioner,-24.6218752,25.9489792,50453,168229
414032-3,NOTWANE PHARMACY,Greater Gaborone,NA,Individual practitioner,-24.6641,25.9075,61243,158119
571873-9,MARVEL PHARMACY,Chobe,NA,Individual practitioner,-21.1672276,26.419389,477,1914
1044538-5,MODEST PHARMACY,Greater Gaborone,NA,Individual practitioner,-24.66343849,25.91159793,61638,157737
783299-1,Tsabong Unified Secondary School,Kgalagadi south,NA,Health Post,-26.038334,22.413653,2884,3943
146260-5,B.B.T. PHYSIOTHERAPY,Greater Gaborone,NA,Individual practitioner,-24.653868,25.920614,64996,163299
