facility_code,facility_name,admin1,admin2,facility_type,latitude,longitude,catchment_population,catchment_category
108393-0,YULANSONI,Singida,Mkalama,Dispensary,-4.38115,34.57289,4409,Moderate
105333-9,MPAMBALA,Singida,Mkalama,Dispensary,-4.05551,34.56228,4244,Moderate
100768-1,CHEMCHEM,Singida,Mkalama,Dispensary,-4.05102,34.58315,3469,Low
101427-3,IAMBI ELCT,Singida,Mkalama,Dispensary,-4.35331,34.7594,10285,Very High
113142-4,SALAMA,Singida,Mkalama,Health Laboratory,-4.30651,34.70478,9580,Very High
105038-4,MKALAMA,Singida,Mkalama,Health Center,-4.11442,34.6431,4473,Moderate
104160-7,MALAJA,Singida,Mkalama,Dispensary,-4.24018,34.70873,8579,High
106274-4,NDUGUTI,Singida,Mkalama,Dispensary,-4.30044,34.70001,4610,Moderate
101266-5,GUMANGA,Singida,Mkalama,Health Center,-4.23816,34.61206,12730,Very High
107484-8,SINGA,Singida,Mkalama,Dispensary,-4.38922,34.86124,11188,Very High
101658-3,IKOLO,Singida,Mkalama,Dispensary,-4.00614,34.75932,3160,Low
111031-1,MGIMBA,Singida,Mkalama,Dispensary,-4.26698,34.55539,2968,Low
105927-8,MWANGEZA,Singida,Mkalama,Dispensary,-4.10921,34.8226,7638,High
101577-5,IGUGUNO,Singida,Mkalama,Dispensary,-4.56667,34.63333,4689,Moderate
113139-0,IMANI,Singida,Mkalama,Health Laboratory,-4.56755,34.62489,10158,Very High
121944-3,LUKOMO,Singida,Mkalama,Dispensary,-4.45382,34.65456,3695,Low
106510-1,NKALAKALA,Singida,Mkalama,Dispensary,-4.27223,34.77478,13197,Very High
102778-8,KIKHONDA,Singida,Mkalama,Dispensary,-4.50046,34.74412,8569,High
101763-1,ILONGO,Singida,Mkalama,Dispensary,-4.07114,34.62179,5009,Moderate
121938-5,KINANKAMBA,Singida,Mkalama,Dispensary,-4.42582,34.65456,1337,Very Low
101905-8,ISHENGA,Singida,Mkalama,Dispensary,-4.39463,34.68501,8590,High
101910-8,ISHINSI,Singida,Mkalama,Dispensary,-4.35008,34.58816,3071,Low
105075-6,MKINGA LEO,Tanga,Mkinga,Dispensary,-4.84629,39.0861,4411,Moderate
101240-0,GOMBERO,Tanga,Mkinga,Dispensary,-4.95399,38.9495,6220,High
105830-4,MWAKIJEMBE,Tanga,Mkinga,Dispensary,-4.53312,38.9131,3972,Moderate
104286-0,MANZA,Tanga,Mkinga,Dispensary,-4.8282,39.1532,2486,Low
103911-4,MAGATI,Tanga,Mkinga,Dispensary,-4.82328,38.8132,7761,High
105074-9,MKINGA,Tanga,Mkinga,Health Center,-4.84618,39.1217,4892,Moderate
104309-0,MARAMBA,Tanga,Mkinga,Health Center,-4.86975,38.8023,5270,Moderate
121492-3,BANTU,Tanga,Mkinga,Dispensary,-4.93246,38.84604,7132,High
100946-3,DALUNI,Tanga,Mkinga,Dispensary,-4.77195,38.77562,4314,Moderate
104805-7,MHINDURO,Tanga,Mkinga,Dispensary,-4.93077,38.8003,3086,Low
124028-2,MICHAEL,Tanga,Mkinga,Dispensary,-4.86762,38.80481,6144,High
104310-8,MARAMBA JKT,Tanga,Mkinga,Dispensary,-4.86885,38.8078,1980,Very Low
105024-4,MJESANI,Tanga,Mkinga,Health Center,-5.02812,38.88301,5553,Moderate
105262-0,MOA,Tanga,Mkinga,Dispensary,-4.76797,39.1707,2876,Low
101390-3,HOROHORO,Tanga,Mkinga,Dispensary,-4.62459,39.10087,5940,High
101033-9,DUGA MAFORONI,Tanga,Mkinga,Dispensary,-4.681402,39.101821,7328,High
102597-2,KIBIBONI,Tanga,Mkinga,Dispensary,-4.93333,39.0948,1670,Very Low
105916-1,MWANDUSI,Tanga,Mkinga,Dispensary,-4.91125,39.118101,1595,Very Low
100989-3,DODA,Tanga,Mkinga,Dispensary,-4.91117,39.08805,2033,Very Low
121549-0,MAGAONI,Tanga,Mkinga,Dispensary,-4.87313,39.11396,2955,Low
102814-1,KILANGA,Tanga,Mkinga,Dispensary,-4.91248,38.7059,6477,High
114790-9,MAZOLA KILIFI,Tanga,Mkinga,Dispensary,-4.84976,39.02647,1484,Very Low
114789-1,KWALE,Tanga,Mkinga,Dispensary,-4.96549,39.13969,1721,Very Low
103972-6,MAGODI,Tanga,Mkinga,Dispensary,-4.774457,39.048863,2359,Low
111457-8,HOROHORO BOARDER,Tanga,Mkinga,Dispensary,-4.601755,39.100564,6745,High
105947-6,MWANYUMBA,Tanga,Mkinga,Dispensary,-4.83026,38.8603,4828,Moderate
121548-2,KIBEWANI,Tanga,Mkinga,Dispensary,-4.73641,39.07049,1895,Very Low
100295-5,BAMBA MAVENGERO,Tanga,Mkinga,Dispensary,-4.97254,38.7966,3154,Low
121904-7,Ram Clinical,Tanga,Mkinga,Health Laboratory,-4.86957,38.80573,1027,Very Low
103651-6,LUGONGO ESTATE,Tanga,Mkinga,Dispensary,-4.87224,38.83406,4197,Moderate
105565-6,MTIMBWANI,Tanga,Mkinga,Dispensary,-4.95747,39.08878,3751,Low
108292-4,VYERU,Tanga,Mkinga,Dispensary,-4.95496,39.1382,2767,Low
102722-6,KIGONGOI,Tanga,Mkinga,Dispensary,-4.81,38.7734,5216,Moderate
114791-7,SEGOMA,Tanga,Mkinga,Dispensary,-4.99752,38.76688,1674,Very Low
108287-4,VUO,Tanga,Mkinga,Dispensary,-4.80556,39.15088,3234,Low
121550-8,MATEMBONI,Tanga,Mkinga,Dispensary,-4.89333,38.77447,4465,Moderate
100394-6,BOMA,Tanga,Mkinga,Dispensary,-4.85865,39.19406,1494,Very Low
101034-7,DUGA SIGAYA,Tanga,Mkinga,Dispensary,-4.70868,39.1209,3966,Moderate
111086-5,MAYOMBONI,Tanga,Mkinga,Dispensary,-4.742973,39.165187,3189,Low
102881-0,KILULU DUGA,Tanga,Mkinga,Dispensary,-4.76032,39.12238,3112,Low
124426-8,TAIFA HEALTH,Pwani,Mkuranga,Health Laboratory,-6.59213,39.11916,11566,Very High
113302-4,CAREEN,Pwani,Mkuranga,Health Laboratory,-7.07437,39.23275,4410,Moderate
105047-5,MKAMBA,Pwani,Mkuranga,Health Center,-7.39424,38.9757,15266,Very High
107555-5,SOTELE,Pwani,Mkuranga,Dispensary,-7.302823,39.22047,7161,High
112061-7,MKANOGE,Pwani,Mkuranga,Dispensary,-7.48691,39.01517,5711,Moderate
111496-6,ISTANBUL HEALTH CARE CENTER,Pwani,Mkuranga,Health Center,-7.27558,39.13413,11257,Very High
114796-6,MTARAZAKI MEDICAL,Pwani,Mkuranga,Dispensary,-6.966642,39.347003,19220,Very High
122758-6,MTIRO,Pwani,Mkuranga,Dispensary,-7.08112,39.22812,6534,High
107586-0,ST. FRANCIS XAVIER,Pwani,Mkuranga,Dispensary,-7.1162,39.20819,1853,Very Low
103109-5,NYOTA YA BAHARI,Pwani,Mkuranga,Health Center,-7.39906,39.3391,6364,High
121448-5,TENGELEA,Pwani,Mkuranga,Dispensary,-7.11354,39.16155,7503,High
107642-1,ST. VINCENT,Pwani,Mkuranga,Health Center,-7.02419,39.29764,3841,Low
121456-8,RM  MEDICAL LABORATORY,Pwani,Mkuranga,Health Laboratory,-7.03243,39.2818,2889,Low
101852-2,IRENE KILIMAHEWA,Pwani,Mkuranga,Health Center,-7.37337,39.08953,14196,Very High
103912-2,MAGAWA,Pwani,Mkuranga,Dispensary,-7.456241,39.25951,5255,Moderate
107448-3,SHUNGUBWENI,Pwani,Mkuranga,Dispensary,-7.19269,39.38297,3609,Low
105898-1,MWANAMBAYA,Pwani,Mkuranga,Dispensary,-7.049182,39.240297,12495,Very High
108434-2,KITOMONDO,Pwani,Mkuranga,Dispensary,-7.28361,39.20063,6662,High
111079-0,KISEMVULE,Pwani,Mkuranga,Dispensary,-7.04461,39.28402,15655,Very High
106703-2,NYAMATO,Pwani,Mkuranga,Dispensary,-7.45614,39.0315,4673,Moderate
121442-8,KISEGESE,Pwani,Mkuranga,Dispensary,-7.4000005,38.896859,1595,Very Low
114294-2,MWAJUMA,Pwani,Mkuranga,Health Laboratory,-6.97434,39.28956,9481,Very High
103107-9,KISIJU,Pwani,Mkuranga,Health Center,-7.35925,39.28691,7543,High
121426-1,charity health laboratory,Pwani,Mkuranga,Health Laboratory,-7.03229,39.28097,2072,Very Low
123074-7,RAJM,Pwani,Mkuranga,Dispensary,-7.10868,39.20655,4184,Moderate
123575-3,MICO MKURANGA,Pwani,Mkuranga,Dispensary,-7.12368,39.20281,9844,Very High
103682-1,LUKANGA,Pwani,Mkuranga,Dispensary,-7.48048,39.17598,6717,High
114746-1,NGUNGUTI,Pwani,Mkuranga,Health Center,-7.005774,39.312513,513,Very Low
123960-7,KKKT MWARUSEMBE,Pwani,Mkuranga,Dispensary,-7.26584,39.14394,3147,Low
123084-6,MAGODANI,Pwani,Mkuranga,Dispensary,-7.01946,39.38877,9933,Very High
113564-9,MONTANA,Pwani,Mkuranga,Dispensary,-7.03395,39.27862,10531,Very High
111188-9,KIZIKO,Pwani,Mkuranga,Dispensary,-7.19771,39.12763,6599,High
124066-2,SHUFAA,Pwani,Mkuranga,Dispensary,-7.02299,39.27243,8754,High
105077-2,MKIU,Pwani,Mkuranga,Dispensary,-7.457331,39.12451,6644,High
103221-8,KIWAMBO,Pwani,Mkuranga,Dispensary,-7.30304,39.1573,7158,High
107283-4,SANGASANGA,Pwani,Mkuranga,Dispensary,-7.36362,39.2456,2173,Low
121315-6,FARAJA,Pwani,Mkuranga,Maternity and Nursing Home,-7.020824,39.280554,2527,Low
111497-4,MALELA,Pwani,Mkuranga,Dispensary,-7.10107,39.32065,4792,Moderate
111080-8,MBEZI MLUNGWANA,Pwani,Mkuranga,Dispensary,-7.35619,38.90701,1565,Very Low
120737-2,DIVINE PROVIDENCE,Pwani,Mkuranga,Health Center,-7.20039,39.02515,5435,Moderate
111550-0,CHAMGOI,Pwani,Mkuranga,Dispensary,-7.40207,38.90074,1749,Very Low
103989-0,MAGOZA,Pwani,Mkuranga,Dispensary,-7.13787,39.11319,6825,High
100370-6,BINGA,Pwani,Mkuranga,Dispensary,-7.26814,39.2333,6016,High
123765-0,ST.JOSHUA,Pwani,Mkuranga,Dispensary,-7.11625,39.20285,5852,Moderate
113301-6,GREAT HOPE,Pwani,Mkuranga,Health Laboratory,-7.11806,39.20583,2269,Low
108239-5,UZIMA MISSION,Pwani,Mkuranga,Dispensary,-6.97941,39.28865,2442,Low
121443-6,KWALE,Pwani,Mkuranga,Dispensary,-7.41162,39.39661,188,Very Low
107565-4,ST MAGDALENA,Pwani,Mkuranga,Maternity Home,-7.10486,39.32146,4304,Moderate
121424-6,BETHEL HEALTH LABORATORY,Pwani,Mkuranga,Health Laboratory,-7.00959,39.30669,5212,Moderate
124424-3,AGA SON,Pwani,Mkuranga,Health Laboratory,-7.01658,39.30324,3922,Moderate
124418-5,LINDA HEALTH,Pwani,Mkuranga,Health Laboratory,-7.03012,39.29461,9927,Very High
124141-3,ST.JOSHUA,Pwani,Mkuranga,Clinic,-7.1167299999999996,39.20359,1360,Very Low
100004-1,BUPU,Pwani,Mkuranga,Dispensary,-7.19919,39.0225,1866,Very Low
123043-2,MBOBOYU,Pwani,Mkuranga,Clinic,-7.03133,39.28257,4418,Moderate
102634-3,KIBUYUNI,Pwani,Mkuranga,Dispensary,-7.30131,38.9255,3541,Low
111494-1,MBULANI,Pwani,Mkuranga,Dispensary,-7.31969,38.96873,5214,Moderate
114750-3,NYATANGA,Pwani,Mkuranga,Dispensary,-7.297689,39.005723,8687,High
123715-5,CALL CHADOES,Pwani,Mkuranga,Dispensary,-7.01051,39.31705,19016,Very High
111354-7,UPENDO MATERNITY HOME,Pwani,Mkuranga,Maternity Home,-7.10576,39.20847,10036,Very High
114747-9,MWANDEGE,Pwani,Mkuranga,Dispensary,-6.975003,39.294353,11857,Very High
114749-5,MWARUSEMBE LGA,Pwani,Mkuranga,Dispensary,-7.272941,39.134459,6048,High
121422-0,LEMY II,Pwani,Mkuranga,Health Laboratory,-6.977717,39.287105,1096,Very Low
105143-2,MKURANGA,Pwani,Mkuranga,Hospital,-7.13164,39.21273,3463,Low
113562-3,BOKA,Pwani,Mkuranga,Dispensary,-7.00287,39.30926,7151,High
100171-8,ARAFA-KIPARANG'ANDA,Pwani,Mkuranga,Dispensary,-7.14991,39.1803,7162,High
108244-5,VIANZI,Pwani,Mkuranga,Dispensary,-7.0407,39.33069,19985,Very High
105961-7,MWARUSEMBE,Pwani,Mkuranga,Dispensary,-7.26593,39.1445,5786,Moderate
105499-8,MSORWA,Pwani,Mkuranga,Dispensary,-7.17381,39.29921,3309,Low
111493-3,MFURUMWAMBAO,Pwani,Mkuranga,Dispensary,-7.06961,39.36177,8555,High
124434-2,DR. JM HEALTH,Pwani,Mkuranga,Health Laboratory,-7.00377,39.31245,8652,High
111189-7,BOZA,Pwani,Mkuranga,Dispensary,-7.23449,39.42242,1444,Very Low
123833-6,ABILINDA,Pwani,Mkuranga,Maternity and Nursing Home,-6.98318,39.30021,17860,Very High
121446-9,SUNGUVUNI,Pwani,Mkuranga,Dispensary,-7.11993,39.26437,3256,Low
106504-4,NJOPEKA,Pwani,Mkuranga,Dispensary,-7.49652,39.1465,5788,Moderate
114320-5,MNEMELE,Pwani,Mkuranga,Health Laboratory,-7.455487,39.113232000000004,6836,High
124421-9,ARH,Pwani,Mkuranga,Health Laboratory,-7.43578,39.31919,532,Very Low
106207-4,NASIBUGANI,Pwani,Mkuranga,Dispensary,-7.39206,39.25648,3155,Low
124264-3,ELICANA,Pwani,Mkuranga,Dispensary,-7.11918,39.19074,6948,High
123470-7,OLDUVAI,Pwani,Mkuranga,Dispensary,-7.01889,39.31353,7582,High
106492-2,NJIA NNE,Pwani,Mkuranga,Dispensary,-7.36512,39.1896,10243,Very High
113300-8,LUVI,Pwani,Mkuranga,Health Laboratory,-6.95431,39.28564,21323,Very High
123395-6,MWANADILATU,Pwani,Mkuranga,Dispensary,-7.02391,39.17269,8349,High
121444-4,KIFUMANGAO,Pwani,Mkuranga,Dispensary,-7.523446,39.244571,1504,Very Low
121425-3,VIVAH,Pwani,Mkuranga,Health Laboratory,-7.00458,39.3084,3743,Low
121819-7,AL-RAHMAH,Pwani,Mkuranga,Dispensary,-7.12159,39.17275,2176,Low
124423-5,ARIZONA MEDICAL,Pwani,Mkuranga,Health Laboratory,-6.95384,39.28469,4630,Moderate
105326-3,MPAFU,Pwani,Mkuranga,Dispensary,-7.306161,39.324861,5019,Moderate
105185-3,MLAMLENI,Pwani,Mkuranga,Dispensary,-6.98504,39.24813,11011,Very High
121449-3,KIPARANG'ANDA,Pwani,Mkuranga,Dispensary,-7.14677,39.17742,3871,Low
121825-4,MADALALI,Pwani,Mkuranga,Dispensary,-6.979251,39.244164,10433,Very High
111478-4,IBUN JAZARY,Pwani,Mkuranga,Dispensary,-7.01391,39.29823,4000,Moderate
108258-5,VIKINDU,Pwani,Mkuranga,Dispensary,-7.00672,39.2991,3696,Low
114319-7,MTENDO,Pwani,Mkuranga,Health Laboratory,-7.018438,39.278493,4501,Moderate
102334-0,TAYMA KIMANZICHANA,Pwani,Mkuranga,Dispensary,-7.36316,39.0636,20588,Very High
124193-4,JAJA FAMILY,Pwani,Mkuranga,Dispensary,-7.00617,39.31095,1492,Very Low
114254-6,TUMANYENE,Pwani,Mkuranga,Health Laboratory,-7.00763,39.31494,4639,Moderate
121423-8,AFYA MEDICAL CARE LABORATORY,Pwani,Mkuranga,Health Laboratory,-7.009281,39.314161,2544,Low
105505-2,MSUFINI KIDETE,Pwani,Mkuranga,Dispensary,-7.17359,39.2331,5441,Moderate
104706-7,MDIMNI,Pwani,Mkuranga,Dispensary,-7.424961,39.293011,1959,Very Low
114748-7,KIMANZICHANA,Pwani,Mkuranga,Dispensary,-7.367026,39.060312,17115,Very High
121447-7,KIBAMBA,Pwani,Mkuranga,Dispensary,-7.08558,39.26114,4613,Moderate
101817-5,INYONGA,Katavi,Mlele,Health Center,-6.76288,32.0529,4295,Moderate
113376-8,WACHAWASEME,Katavi,Mlele,Dispensary,-6.73459,31.99464,4535,Moderate
113383-4,MLOGOLO,Katavi,Mlele,Dispensary,-6.84612,32.13016,8337,High
124351-8,MAJIJA,Katavi,Mlele,Dispensary,-6.78382,32.46953,29492,Very High
110093-2,MAPILI,Katavi,Mlele,Dispensary,-6.7976,32.1253,7930,High
113373-5,KANOGE,Katavi,Mlele,Dispensary,-6.69811,31.99061,6590,High
108203-1,UTENDE,Katavi,Mlele,Dispensary,-6.64988,32.0074,22271,Very High
115018-4,KAMALAMPAKA,Katavi,Mlele,Dispensary,-6.74779,32.13304,14024,Very High
101395-2,HUDUMA,Katavi,Mlele,Dispensary,-6.2224,32.0621,731,Very Low
113380-0,MASIGO,Katavi,Mlele,Dispensary,-6.818575,32.047617,6117,High
113144-0,KAMSISI,Katavi,Mlele,Dispensary,-6.647414,32.114138,19385,Very High
114670-3,MLELE,Katavi,Mlele,Hospital,-6.41817,32.02029,316,Very Low
122123-3,EBENEZER,Katavi,Mlele,Health Laboratory,-6.71691,32.057236,10127,Very High
101816-7,INYONGA B,Katavi,Mlele,Health Center,-6.721407,32.062187,13156,Very High
113378-4,MTAKUJA,Katavi,Mlele,Dispensary,-6.74689,32.00159,4790,Moderate
110003-1,NSENKWA,Katavi,Mlele,Dispensary,-6.77239,32.01488,6111,High
123970-6,SONGAMBELE,Katavi,Mlele,Dispensary,-6.68743,32.14757,12927,Very High
101726-8,ILELA,Katavi,Mlele,Dispensary,-6.813842,32.089999,3849,Low
115017-6,MGOMBE,Katavi,Mlele,Dispensary,-6.66471,32.00031,5261,Moderate
123076-2,LUGALA,Morogoro,Kilombero,Dispensary,-8.34864,36.08333,3039,Low
114987-1,CHITA,Morogoro,Kilombero,Health Center,-8.51798,35.95177,4298,Moderate
102499-1,KATURUKILA,Morogoro,Kilombero,Dispensary,-7.84273,36.91531,7951,High
114995-4,MKUYUNI,Morogoro,Kilombero,Dispensary,-8.77297,35.96679,16030,Very High
107791-6,TAZARA,Morogoro,Kilombero,Dispensary,-8.7861,35.7968,3733,Low
122047-4,BARAKA,Morogoro,Kilombero,Health Laboratory,-8.41267,36.01063,3827,Low
114106-8,MOFU,Morogoro,Kilombero,Health Center,-8.25261,36.11382,482,Very Low
122048-2,HAYDOM,Morogoro,Kilombero,Health Laboratory,-8.351,36.07987,871,Very Low
111058-4,KITETE,Morogoro,Kilombero,Dispensary,-8.7679,35.527,658,Very Low
114815-4,NJAGI,Morogoro,Kilombero,Dispensary,-8.24618,36.17225,9110,Very High
114002-9,MARY,Morogoro,Kilombero,Dispensary,-8.21208,36.2342,13031,Very High
106334-6,NGALIMILA,Morogoro,Kilombero,Dispensary,-8.96071,35.89394,9085,Very High
111040-2,UDAGAJI,Morogoro,Kilombero,Dispensary,-8.593724,35.900962,8180,High
111517-9,KAANAN,Morogoro,Kilombero,Dispensary,-8.5023,35.9356,2336,Low
114603-4,DARIO'S,Morogoro,Kilombero,Dispensary,-8.15369,36.38542,2380,Low
104620-0,ST JUDE THADDEUS,Morogoro,Kilombero,Health Center,-8.17262,36.25092,2875,Low
111186-3,MBINGU,Morogoro,Kilombero,Dispensary,-8.17857,36.26101,10978,Very High
108000-1,UCHINDILE,Morogoro,Kilombero,Dispensary,-8.7721,35.4101,4392,Moderate
111036-0,MATEMA,Morogoro,Kilombero,Dispensary,-8.84898,35.7744,10220,Very High
105207-5,MLIMBA,Morogoro,Kilombero,Health Center,-8.79667,35.805,3534,Low
105052-5,MKANGAWALO,Morogoro,Kilombero,Dispensary,-8.36586,36.07772,2870,Low
100848-1,CHITA RURAL,Morogoro,Kilombero,Dispensary,-8.521183,35.945358,11359,Very High
112023-7,IKWAMBI,Morogoro,Kilombero,Dispensary,-8.295306,36.345527,20132,Very High
114990-5,NGALIMILA RURAL,Morogoro,Kilombero,Dispensary,-8.96072,35.89395,6186,High
120659-8,LUSAJO,Morogoro,Kilombero,Health Laboratory,-8.3172,36.12365,20965,Very High
111057-6,KISEGESE,Morogoro,Kilombero,Dispensary,-8.17804,36.32942,12004,Very High
111056-8,IKULE,Morogoro,Kilombero,Dispensary,-8.40211,36.02032,3253,Low
123672-8,TANDALE,Morogoro,Kilombero,Health Laboratory,-8.20924,36.22904,4044,Moderate
114643-0,MLIMBA DH,Morogoro,Kilombero,Hospital,-8.35033,36.07214,842,Very Low
105342-0,MPANGA,Morogoro,Kilombero,Dispensary,-8.93667,35.8133,5109,Moderate
108206-4,UTENGULE,Morogoro,Kilombero,Dispensary,-8.95321,35.8372,9067,Very High
113119-2,MSOLWA MLIMBA,Morogoro,Kilombero,Dispensary,-8.7951,35.86138,11788,Very High
101473-7,IDETE,Morogoro,Kilombero,Dispensary,-8.101,36.36,227,Very Low
101831-6,IPINDE,Morogoro,Kilombero,Dispensary,-9.08979,35.7011,2556,Low
100843-2,CHISANO,Morogoro,Kilombero,Dispensary,-8.65992,35.8535,7883,High
107782-5,TAWETA,Morogoro,Kilombero,Dispensary,-9.0216,35.6066,4282,Moderate
107742-9,TANESCO KIHANSI,Morogoro,Kilombero,Dispensary,-8.63728,36.05011,8138,High
114013-6,TANGANYIKA RURAL,Morogoro,Kilombero,Dispensary,-9.10991,35.63493,762,Very Low
106160-5,NAMWAWALA,Morogoro,Kilombero,Dispensary,-8.154555,36.389139,13055,Very High
105250-5,MNGETA,Morogoro,Kilombero,Health Center,-8.31667,36.1067,1400,Very Low
114104-3,LUFULU,Morogoro,Kilombero,Dispensary,-8.54764,36.93091,1873,Very Low
121966-6,IGIMA,Morogoro,Kilombero,Health Center,-8.22821,36.62298,7471,High
122670-3,KICHANGANI,Morogoro,Kilombero,Health Laboratory,-8.51367,35.51482,1310,Very Low
100847-3,CHITA JKT,Morogoro,Kilombero,Dispensary,-8.498,35.931,21,Very Low
113816-3,MERERA,Morogoro,Kilombero,Dispensary,-8.5496200000000009,36.01682,5104,Moderate
122669-5,NEW ULANGA,Morogoro,Kilombero,Health Laboratory,-8.21152,36.22793,7289,High
123865-8,ABDON MAABARA,Morogoro,Kilombero,Health Laboratory,-8.10061,36.50966,6966,High
113568-0,MIWANGANI,Morogoro,Kilombero,Dispensary,-8.1474,36.50563,5231,Moderate
123740-3,KMC,Morogoro,Kilombero,Dispensary,-8.31868,36.12008,2603,Low
101476-0,IDETE PRISON,Morogoro,Kilombero,Dispensary,-8.101,36.489,2047,Very Low
114012-8,VIWANJASITINI,Morogoro,Kilombero,Dispensary,-8.81475,35.80865,6760,High
111059-2,KPL,Morogoro,Kilombero,Dispensary,-8.36303,36.09364,11889,Very High
123669-4,HANS MEDICAL,Morogoro,Kilombero,Health Laboratory,-8.78901,35.85374,3977,Moderate
114105-0,MGUGWE,Morogoro,Kilombero,Dispensary,-8.66626,35.84753,3881,Moderate
105264-6,MOFU,Morogoro,Kilombero,Dispensary,-8.30016,36.35098,3765,Low
111037-8,MARY'S,Morogoro,Kilombero,Dispensary,-8.78645,35.80531,9250,Very High
113997-1,ACLANE,Morogoro,Kilombero,Dispensary,-8.77998,35.81071,17906,Very High
123668-6,ACLANE USALAMA,Morogoro,Kilombero,Health Laboratory,-8.76035,35.82938,8703,High
114989-7,MSITA,Morogoro,Kilombero,Dispensary,-8.54961,36.01683,2940,Low
104693-7,MCHOMBE,Morogoro,Kilombero,Dispensary,-8.31667,36.1167,1842,Very Low
107751-0,TANGANYIKA,Morogoro,Kilombero,Dispensary,-9.12612,35.62993,1443,Very Low
111038-6,UPENDO,Morogoro,Kilombero,Dispensary,-8.92861,35.82456,8552,High
114988-9,MIKOCHINI,Morogoro,Kilombero,Dispensary,-8.22687,36.45064,14073,Very High
104720-8,MEIGHS,Morogoro,Kilombero,Dispensary,-8.80665,35.79706,5486,Moderate
106141-5,NAMING'ONGO,Songwe,Momba,Dispensary,-8.774294,32.446629,5640,Moderate
121387-5,SANTE,Songwe,Momba,Dispensary,-8.43975,32.52711,2320,Low
122319-7,NAKAWALE,Songwe,Momba,Dispensary,-9.00082,32.42495,3739,Low
100855-6,CHITETE,Songwe,Momba,Dispensary,-8.80533,32.5046,10120,Very High
120640-8,MOMBA,Songwe,Momba,Hospital,-8.80833,32.32525,961,Very Low
109890-4,NKALA,Songwe,Momba,Dispensary,-8.854012,32.496618,9355,Very High
102294-6,KAMSAMBA,Songwe,Momba,Health Center,-8.35759,32.2943,6275,High
112445-2,IPATA,Songwe,Momba,Dispensary,-8.58712,32.3732,2283,Low
111484-2,MACHINDO,Songwe,Momba,Dispensary,-8.833124,32.311199,1324,Very Low
113837-9,MASANYINTA,Songwe,Momba,Dispensary,-8.489,32.3011,1587,Very Low
112176-3,IPUMPILA,Songwe,Momba,Dispensary,-9.104452,32.414405,2554,Low
122252-0,MKULWE GOVT,Songwe,Momba,Health Center,-8.53731,32.31757,3715,Low
112174-8,KAONGA,Songwe,Momba,Dispensary,-8.68779,32.37329,2174,Low
120534-3,MSUNGWE',Songwe,Momba,Dispensary,-8.714931,32.41439,1593,Very Low
105148-1,MKUTANO,Songwe,Momba,Dispensary,-8.706625,32.169916,4733,Moderate
101640-1,IKANA,Songwe,Momba,Dispensary,-8.987247,32.413583,2505,Low
121480-8,CHOLE,Songwe,Momba,Dispensary,-8.71493,32.10475,3872,Low
108883-0,NKANGAMO,Songwe,Momba,Dispensary,-9.245507,32.623158,8795,High
109212-1,MKULWE,Songwe,Momba,Health Center,-8.584097,32.31643,4309,Moderate
109893-8,USOCHE,Songwe,Momba,Dispensary,-8.458861,32.290069,7921,High
102038-7,IYENDWE,Songwe,Momba,Dispensary,-8.997106,32.201764,4228,Moderate
109892-0,TONTELA,Songwe,Momba,Dispensary,-8.680803,32.38723,2709,Low
104759-6,MFUTO,Songwe,Momba,Dispensary,-8.798999,32.33388,1773,Very Low
108876-4,IVUNA,Songwe,Momba,Dispensary,-8.440311,32.528315,4246,Moderate
105347-9,MPAPA,Songwe,Momba,Dispensary,-8.40478,32.3735,6486,High
108865-7,KAPELE,Songwe,Momba,Dispensary,-9.068834,32.182498,3253,Low
108874-9,NTUNGWA,Songwe,Momba,Dispensary,-8.597743,32.475913,5958,High
120695-2,MSANGANO,Songwe,Momba,Health Center,-8.94941,32.58733,1657,Very Low
102406-6,KASANU,Songwe,Momba,Dispensary,-8.369221,32.362852,3242,Low
106130-8,NAMCHINKA,Songwe,Momba,Dispensary,-9.03083,32.1524,7826,High
106843-6,NYENJELE,Songwe,Momba,Dispensary,-8.94449,32.3725,4393,Moderate
108742-8,CHIWANDA,Songwe,Momba,Dispensary,-9.174886,32.562052,6509,High
109894-6,SAMANG'OMBE,Songwe,Momba,Dispensary,-8.355767,32.482798,6369,High
100823-4,CHINDI,Songwe,Momba,Dispensary,-9.035278,32.578694,7155,High
108877-2,NDALAMBO,Songwe,Momba,Health Center,-9.091417,32.497462,9970,Very High
109717-9,KASINDE,Songwe,Momba,Dispensary,-8.931355,32.13484,7425,High
100815-0,CHILULUMO,Songwe,Momba,Dispensary,-8.647669,32.361387,4336,Moderate
108733-7,NZOKA,Songwe,Momba,Dispensary,-8.769121,32.204679,4202,Moderate
111896-7,MNYUZI,Songwe,Momba,Dispensary,-8.95723,32.5477,3820,Low
121386-7,ITUMBULA,Songwe,Momba,Dispensary,-8.45104,32.47979,4581,Moderate
100893-7,CHUO,Songwe,Momba,Dispensary,-8.636802,32.305764,2234,Low
100840-8,CHIPUMPU,Songwe,Momba,Dispensary,-9.119999,32.26966,2083,Very Low
105016-0,MYUNGA,Songwe,Momba,Dispensary,-8.8426,32.278627,7396,High
105435-2,MSANGANO,Songwe,Momba,Dispensary,-8.956732,32.569871,5652,Moderate
111710-0,MPUI,Songwe,Momba,Dispensary,-8.88305,32.31221,3068,Low
